_id,operator_registration_number,postal_code,ward_number,ward_name
105208,STR-2010-GQCKPG,M4J,14.0,Toronto-Danforth
105209,STR-2010-GXJKPH,M4L,14.0,Toronto-Danforth
105210,STR-2010-HFQKPJ,M5J,10.0,Spadina-Fort York
105211,STR-2010-HMWKPK,M5J,10.0,Spadina-Fort York
105212,STR-2010-JDJKPM,M3J,7.0,Humber River-Black Creek
105213,STR-2010-FZFXPD,M5A,13.0,Toronto Centre
105214,STR-2010-GQSXPG,M5V,10.0,Spadina-Fort York
105215,STR-2010-HGFXPJ,M4J,14.0,Toronto-Danforth
105216,STR-2010-HPLXPK,M1N,20.0,Scarborough Southwest
105217,STR-2010-JDYXPM,M5V,10.0,Spadina-Fort York
105218,STR-2010-FSQKPC,M5T,11.0,University-Rosedale
105219,STR-2010-GJCKPF,M5J,10.0,Spadina-Fort York
105220,STR-2010-HGWKPJ,M5A,13.0,Toronto Centre
105221,STR-2010-FTFXPC,M2R,6.0,York Centre
105222,STR-2010-GZFXPH,M5V,10.0,Spadina-Fort York
105223,STR-2010-HQSXPK,M5J,10.0,Spadina-Fort York
105224,STR-2010-FTWKPC,M6K,4.0,Parkdale-High Park
105225,STR-2010-GKJKPF,M6M,5.0,York South-Weston
105226,STR-2010-GSQKPG,M4K,14.0,Toronto-Danforth
105227,STR-2010-HJCKPJ,M5A,10.0,Spadina-Fort York
105228,STR-2010-HRJKPK,M4L,19.0,Beaches-East York
105229,STR-2010-HYQKPL,M5V,10.0,Spadina-Fort York
105230,STR-2010-FFBDPB,M5P,12.0,Toronto-St. Paul's
105231,STR-2010-GCVDPF,M4N,15.0,Don Valley West
105232,STR-2010-GLBDPG,M4A,16.0,Don Valley East
105233,STR-2010-GTHDPH,M4X,13.0,Toronto Centre
105234,STR-2010-HJVDPK,M6N,9.0,Davenport
105235,STR-2010-HSBDPL,M1C,25.0,Scarborough-Rouge Park
105236,STR-2010-HZHDPM,M3J,6.0,York Centre
105237,STR-2010-FMXRPC,M6G,11.0,University-Rosedale
105238,STR-2010-GDKRPF,M4J,14.0,Toronto-Danforth
105239,STR-2010-GLRRPG,M4W,11.0,University-Rosedale
105240,STR-2010-GTXRPH,M6R,4.0,Parkdale-High Park
105241,STR-2010-FGHDPB,M6K,9.0,Davenport
105242,STR-2010-FPPDPC,M6P,4.0,Parkdale-High Park
105243,STR-2010-FWVDPD,M6H,9.0,Davenport
105244,STR-2010-GFBDPF,M6N,5.0,York South-Weston
105245,STR-2010-GJDRPF,M6L,5.0,York South-Weston
105246,STR-2010-JBPDPM,M9V,1.0,Etobicoke North
105247,STR-2010-FXKRPD,M5V,10.0,Spadina-Fort York
105248,STR-2010-GMXRPG,M6J,11.0,University-Rosedale
105249,STR-2010-GWDRPH,M8V,3.0,Etobicoke-Lakeshore
105250,STR-2010-HTXRPL,M9R,1.0,Etobicoke North
105251,STR-2010-JCDRPM,M5T,10.0,Spadina-Fort York
105252,STR-2010-FQVDPC,M4X,13.0,Toronto Centre
105253,STR-2010-HMHDPK,M9P,2.0,Etobicoke Centre
105254,STR-2010-HVPDPL,M5B,13.0,Toronto Centre
105255,STR-2010-JCVDPM,M4L,14.0,Toronto-Danforth
105256,STR-2010-GGXRPF,M5V,10.0,Spadina-Fort York
105257,STR-2010-GQDRPG,M2N,18.0,Willowdale
105258,STR-2010-GXKRPH,M6H,9.0,Davenport
105259,STR-2010-HMXRPK,M4M,14.0,Toronto-Danforth
105260,STR-2010-HWDRPL,M5T,10.0,Spadina-Fort York
105261,STR-2010-FJVDPB,M5J,10.0,Spadina-Fort York
105262,STR-2010-GYBDPH,M1E,24.0,Scarborough-Guildwood
105263,STR-2010-HPPDPK,M4P,15.0,Don Valley West
105264,STR-2010-HWVDPL,M5V,10.0,Spadina-Fort York
105265,STR-2010-JFBDPM,M6J,10.0,Spadina-Fort York
105266,STR-2010-FSRRPC,M5V,10.0,Spadina-Fort York
105267,STR-2010-GRKRPG,M5J,10.0,Spadina-Fort York
105268,STR-2010-GYRRPH,M5J,10.0,Spadina-Fort York
105269,STR-2010-HGXRPJ,M2N,18.0,Willowdale
105270,STR-2010-HQDRPK,M4L,19.0,Beaches-East York
105271,STR-2010-FTHDPC,M4C,19.0,Beaches-East York
105272,STR-2010-GSBDPG,M6J,10.0,Spadina-Fort York
105273,STR-2010-GZHDPH,M6G,11.0,University-Rosedale
105274,STR-2010-HHPDPJ,M2J,17.0,Don Valley North
105275,STR-2010-HQVDPK,M5R,11.0,University-Rosedale
105276,STR-2010-JGHDPM,M6K,4.0,Parkdale-High Park
105277,STR-2010-FTXRPC,M4M,14.0,Toronto-Danforth
105278,STR-2010-GCDRPD,M2J,17.0,Don Valley North
105279,STR-2010-HJDRPJ,M2N,18.0,Willowdale
105280,STR-2010-HYRRPL,M5V,10.0,Spadina-Fort York
105281,STR-2010-JGXRPM,M6K,10.0,Spadina-Fort York
105282,STR-2010-FFCKPB,M6L,5.0,York South-Weston
105283,STR-2010-GCWKPF,M6P,4.0,Parkdale-High Park
105284,STR-2010-GLCKPG,M1J,21.0,Scarborough Centre
105285,STR-2010-HBQKPJ,M8Y,3.0,Etobicoke-Lakeshore
105286,STR-2010-HSCKPL,M6K,10.0,Spadina-Fort York
105287,STR-2010-HZJKPM,M5J,10.0,Spadina-Fort York
105288,STR-2010-FWFXPD,M9C,2.0,Etobicoke Centre
105289,STR-2010-GTYXPH,M5J,10.0,Spadina-Fort York
105290,STR-2010-HKLXPK,M2N,18.0,Willowdale
105291,STR-2010-HSSXPL,M6S,4.0,Parkdale-High Park
105292,STR-2010-FWWKPD,M5V,10.0,Spadina-Fort York
105293,STR-2010-GFCKPF,M9P,2.0,Etobicoke Centre
105294,STR-2010-GVQKPH,M5V,10.0,Spadina-Fort York
105295,STR-2010-HCWKPJ,M5A,13.0,Toronto Centre
105296,STR-2010-FGYXPB,M4S,12.0,Toronto-St. Paul's
105297,STR-2010-HDLXPJ,M6J,10.0,Spadina-Fort York
105298,STR-2010-GPQKPG,M6G,11.0,University-Rosedale
105299,STR-2010-GWWKPH,M6J,9.0,Davenport
105300,STR-2010-HVQKPL,M6K,4.0,Parkdale-High Park
105301,STR-2010-HFSXPJ,M2N,18.0,Willowdale
105302,STR-2010-HMYXPK,M9N,5.0,York South-Weston
105303,STR-2010-HWFXPL,M5V,10.0,Spadina-Fort York
105304,STR-2010-JDLXPM,M4C,19.0,Beaches-East York
105305,STR-2010-FJWKPB,M5H,13.0,Toronto Centre
105306,STR-2010-GHQKPF,M4B,19.0,Beaches-East York
105307,STR-2010-GQWKPG,M4L,14.0,Toronto-Danforth
105308,STR-2010-HGJKPJ,M8Z,3.0,Etobicoke-Lakeshore
105309,STR-2010-HWWKPL,M6K,10.0,Spadina-Fort York
105310,STR-2010-FKLXPB,M6B,8.0,Eglinton-Lawrence
105311,STR-2010-FSSXPC,M6J,9.0,Davenport
105312,STR-2010-GJFXPF,M5J,10.0,Spadina-Fort York
105313,STR-2010-GYSXPH,M4C,19.0,Beaches-East York
105314,STR-2010-HGYXPJ,M5J,10.0,Spadina-Fort York
105315,STR-2010-HXLXPL,M1B,25.0,Scarborough-Rouge Park
105316,STR-2010-FLCKPB,M2H,17.0,Don Valley North
105317,STR-2010-FTJKPC,M4L,19.0,Beaches-East York
105318,STR-2010-GZJKPH,M6J,10.0,Spadina-Fort York
105319,STR-2010-HHQKPJ,M5V,10.0,Spadina-Fort York
105320,STR-2010-HYCKPL,M4M,14.0,Toronto-Danforth
105321,STR-2011-HQJKVK,M6H,9.0,Davenport
105322,STR-2010-GSSXPG,M5R,11.0,University-Rosedale
105323,STR-2010-HJFXPJ,M6R,4.0,Parkdale-High Park
105324,STR-2010-HRLXPK,M5V,10.0,Spadina-Fort York
105325,STR-2010-HYSXPL,M3H,6.0,York Centre
105326,STR-2010-JGYXPM,M6K,4.0,Parkdale-High Park
105327,STR-2010-FDPDVB,M4L,19.0,Beaches-East York
105328,STR-2010-FLVDVC,M5V,10.0,Spadina-Fort York
105329,STR-2010-GCHDVF,M6K,10.0,Spadina-Fort York
105330,STR-2010-GKPDVG,M6K,10.0,Spadina-Fort York
105331,STR-2010-GSVDVH,M4J,14.0,Toronto-Danforth
105332,STR-2010-HMKRVK,M3H,6.0,York Centre
105333,STR-2010-FFDRVB,M1M,20.0,Scarborough Southwest
105334,STR-2010-FVRRVD,M6J,11.0,University-Rosedale
105335,STR-2010-GLDRVG,M9R,2.0,Etobicoke Centre
105336,STR-2010-HJXRVK,M8V,3.0,Etobicoke-Lakeshore
105337,STR-2010-HSDRVL,M2N,18.0,Willowdale
105338,STR-2010-HZKRVM,M4J,14.0,Toronto-Danforth
105339,STR-2010-FFVDVB,M4S,12.0,Toronto-St. Paul's
105340,STR-2010-GDPDVF,M5T,11.0,University-Rosedale
105341,STR-2010-GLVDVG,M5J,10.0,Spadina-Fort York
105342,STR-2010-HKPDVK,M5T,11.0,University-Rosedale
105343,STR-2010-JBBDVM,M5E,10.0,Spadina-Fort York
105344,STR-2010-FPRRVC,M5A,13.0,Toronto Centre
105345,STR-2010-GFDRVF,M5R,11.0,University-Rosedale
105346,STR-2010-GMKRVG,M2H,17.0,Don Valley North
105347,STR-2010-HCXRVJ,M4L,14.0,Toronto-Danforth
105348,STR-2010-HTKRVL,M4J,14.0,Toronto-Danforth
105349,STR-2010-JBRRVM,M5J,10.0,Spadina-Fort York
105350,STR-2010-FHBDVB,M5V,10.0,Spadina-Fort York
105351,STR-2010-FQHDVC,M4N,15.0,Don Valley West
105352,STR-2010-HDPDVJ,M4L,14.0,Toronto-Danforth
105353,STR-2010-HLVDVK,M5V,10.0,Spadina-Fort York
105354,STR-2010-JCHDVM,M4G,15.0,Don Valley West
105355,STR-2010-GPRRVG,M5M,8.0,Eglinton-Lawrence
105356,STR-2010-HVRRVL,M4C,19.0,Beaches-East York
105357,STR-2010-FJHDVB,M1W,22.0,Scarborough-Agincourt
105358,STR-2010-FRPDVC,M1K,20.0,Scarborough Southwest
105359,STR-2010-GHBDVF,M4S,12.0,Toronto-St. Paul's
105360,STR-2010-GQHDVG,M5V,10.0,Spadina-Fort York
105361,STR-2010-HPBDVK,M6G,11.0,University-Rosedale
105362,STR-2010-JDPDVM,M4E,19.0,Beaches-East York
105363,STR-2010-FSDRVC,M5V,10.0,Spadina-Fort York
105364,STR-2010-FZKRVD,M4W,11.0,University-Rosedale
105365,STR-2010-GYDRVH,M8V,3.0,Etobicoke-Lakeshore
105366,STR-2010-HGKRVJ,M5V,10.0,Spadina-Fort York
105367,STR-2010-HPRRVK,M3N,7.0,Humber River-Black Creek
105368,STR-2010-GBBDVD,M1R,21.0,Scarborough Centre
105369,STR-2010-GJHDVF,M8V,3.0,Etobicoke-Lakeshore
105370,STR-2010-GRPDVG,M5J,10.0,Spadina-Fort York
105371,STR-2010-GYVDVH,M4J,14.0,Toronto-Danforth
105372,STR-2010-JFVDVM,M4Y,13.0,Toronto Centre
105373,STR-2010-FLDRVB,M5J,10.0,Spadina-Fort York
105374,STR-2010-GBRRVD,M5V,10.0,Spadina-Fort York
105375,STR-2010-GZKRVH,M2N,18.0,Willowdale
105376,STR-2010-HQXRVK,M6J,9.0,Davenport
105377,STR-2010-HYDRVL,M9L,7.0,Humber River-Black Creek
105378,STR-2010-JGKRVM,M3B,15.0,Don Valley West
105379,STR-2010-FDQKVB,M5V,10.0,Spadina-Fort York
105380,STR-2010-FLWKVC,M4L,19.0,Beaches-East York
105381,STR-2010-FVCKVD,M4E,19.0,Beaches-East York
105382,STR-2010-GCJKVF,M6E,12.0,Toronto-St. Paul's
105383,STR-2010-HBCKVJ,M6J,10.0,Spadina-Fort York
105384,STR-2010-HYWKVM,M6K,4.0,Parkdale-High Park
105385,STR-2010-FFFXVB,M5J,10.0,Spadina-Fort York
105386,STR-2010-FMLXVC,M6S,4.0,Parkdale-High Park
105387,STR-2010-GLFXVG,M6K,10.0,Spadina-Fort York
105388,STR-2010-GTLXVH,M6J,10.0,Spadina-Fort York
105389,STR-2010-HSFXVL,M1K,20.0,Scarborough Southwest
105390,STR-2010-HZLXVM,M5V,10.0,Spadina-Fort York
105391,STR-2011-FWJKVD,M4E,19.0,Beaches-East York
105392,STR-2011-GDQKVF,M5J,10.0,Spadina-Fort York
105393,STR-2011-GLWKVG,M6S,4.0,Parkdale-High Park
105394,STR-2011-GVCKVH,M5J,10.0,Spadina-Fort York
105395,STR-2011-HCJKVJ,M5V,10.0,Spadina-Fort York
105396,STR-2011-HKQKVK,M2N,18.0,Willowdale
105397,STR-2011-HSWKVL,M5J,10.0,Spadina-Fort York
105398,STR-2011-FPSXVC,M6P,4.0,Parkdale-High Park
105399,STR-2011-GFFXVF,M2J,17.0,Don Valley North
105400,STR-2011-GMLXVG,M5J,10.0,Spadina-Fort York
105401,STR-2011-HCYXVJ,M5V,10.0,Spadina-Fort York
105402,STR-2011-HLFXVK,M1M,20.0,Scarborough Southwest
105403,STR-2011-HTLXVL,M1P,21.0,Scarborough Centre
105404,STR-2011-FQJKVC,M1L,20.0,Scarborough Southwest
105405,STR-2011-FXQKVD,M1G,24.0,Scarborough-Guildwood
105406,STR-2011-GWJKVH,M4J,14.0,Toronto-Danforth
105407,STR-2011-HDQKVJ,M4Y,13.0,Toronto Centre
105408,STR-2011-HVCKVL,M4L,19.0,Beaches-East York
105409,STR-2011-JCJKVM,M3H,6.0,York Centre
105410,STR-2011-FHSXVB,M5J,10.0,Spadina-Fort York
105411,STR-2011-FQYXVC,M1M,20.0,Scarborough Southwest
105412,STR-2011-GGLXVF,M6J,11.0,University-Rosedale
105413,STR-2011-HMLXVK,M5S,11.0,University-Rosedale
105414,STR-2011-JCYXVM,M6R,4.0,Parkdale-High Park
105415,STR-2011-FJJKVB,M5V,10.0,Spadina-Fort York
105416,STR-2011-FRQKVC,M5J,10.0,Spadina-Fort York
105417,STR-2011-FYWKVD,M4B,19.0,Beaches-East York
105418,STR-2011-HWJKVL,M5V,10.0,Spadina-Fort York
105419,STR-2011-JDQKVM,M1L,20.0,Scarborough Southwest
105420,STR-2011-FJYXVB,M5V,10.0,Spadina-Fort York
105421,STR-2011-FSFXVC,M3H,6.0,York Centre
105422,STR-2011-FZLXVD,M6K,9.0,Davenport
105423,STR-2011-GHSXVF,M3H,6.0,York Centre
105424,STR-2011-GQYXVG,M5J,10.0,Spadina-Fort York
105425,STR-2011-GYFXVH,M9R,1.0,Etobicoke North
105426,STR-2011-HGLXVJ,M5J,10.0,Spadina-Fort York
105427,STR-2011-HPSXVK,M5J,10.0,Spadina-Fort York
105428,STR-2011-JFFXVM,M5J,10.0,Spadina-Fort York
105429,STR-2011-FSWKVC,M5T,11.0,University-Rosedale
105430,STR-2011-GBCKVD,M5S,11.0,University-Rosedale
105431,STR-2011-GJJKVF,M1S,23.0,Scarborough North
105432,STR-2011-GRQKVG,M5A,13.0,Toronto Centre
105433,STR-2011-GYWKVH,M5B,13.0,Toronto Centre
105434,STR-2011-HHCKVJ,M6G,12.0,Toronto-St. Paul's
105435,STR-2011-HXQKVL,M6J,10.0,Spadina-Fort York
105436,STR-2011-JFWKVM,M1J,21.0,Scarborough Centre
105437,STR-2011-FLFXVB,M5V,10.0,Spadina-Fort York
105438,STR-2011-HHSXVJ,M6S,4.0,Parkdale-High Park
105439,STR-2011-HQYXVK,M5V,10.0,Spadina-Fort York
105440,STR-2011-HYFXVL,M5B,13.0,Toronto Centre
105441,STR-2011-JGLXVM,M5V,10.0,Spadina-Fort York
105442,STR-2011-FDRRVB,M4K,14.0,Toronto-Danforth
105443,STR-2011-FLXRVC,M4P,15.0,Don Valley West
105444,STR-2011-FVDRVD,M8V,3.0,Etobicoke-Lakeshore
105445,STR-2011-GKRRVG,M5V,10.0,Spadina-Fort York
105446,STR-2011-GSXRVH,M9L,7.0,Humber River-Black Creek
105447,STR-2011-HRRRVL,M6B,8.0,Eglinton-Lawrence
105448,STR-2011-HYXRVM,M6R,4.0,Parkdale-High Park
105449,STR-2011-FMPDVC,M8V,3.0,Etobicoke-Lakeshore
105450,STR-2011-FRRRVC,M6J,9.0,Davenport
105451,STR-2011-FVVDVD,M6J,9.0,Davenport
105452,STR-2011-GDBDVF,M9R,2.0,Etobicoke Centre
105453,STR-2011-GLHDVG,M8Y,3.0,Etobicoke-Lakeshore
105454,STR-2011-HBVDVJ,M6P,4.0,Parkdale-High Park
105455,STR-2011-HZPDVM,M9B,3.0,Etobicoke-Lakeshore
105456,STR-2011-FFXRVB,M4M,14.0,Toronto-Danforth
105457,STR-2011-FWKRVD,M1H,24.0,Scarborough-Guildwood
105458,STR-2011-GDRRVF,M5J,10.0,Spadina-Fort York
105459,STR-2011-GLXRVG,M5V,10.0,Spadina-Fort York
105460,STR-2011-JCRRVM,M5A,13.0,Toronto Centre
105461,STR-2011-HCKRVJ,M6R,4.0,Parkdale-High Park
105462,STR-2011-HKRRVK,M1W,22.0,Scarborough-Agincourt
105463,STR-2011-HSXRVL,M5R,12.0,Toronto-St. Paul's
105464,STR-2011-JBDRVM,M2H,17.0,Don Valley North
105465,STR-2011-FPVDVC,M6S,4.0,Parkdale-High Park
105466,STR-2011-FXBDVD,M4M,14.0,Toronto-Danforth
105467,STR-2011-GFHDVF,M5J,10.0,Spadina-Fort York
105468,STR-2011-GMPDVG,M2N,18.0,Willowdale
105469,STR-2011-GVVDVH,M4M,14.0,Toronto-Danforth
105470,STR-2011-HLHDVK,M4Y,13.0,Toronto Centre
105471,STR-2011-HTPDVL,M6K,4.0,Parkdale-High Park
105472,STR-2011-JBVDVM,M6P,9.0,Davenport
105473,STR-2011-FHDRVB,M4M,14.0,Toronto-Danforth
105474,STR-2011-FQKRVC,M4J,14.0,Toronto-Danforth
105475,STR-2011-FXRRVD,M9B,2.0,Etobicoke Centre
105476,STR-2011-GFXRVF,M4L,19.0,Beaches-East York
105477,STR-2011-GPDRVG,M3A,16.0,Don Valley East
105478,STR-2011-GWKRVH,M6R,4.0,Parkdale-High Park
105479,STR-2011-HDRRVJ,M4E,19.0,Beaches-East York
105480,STR-2011-HVDRVL,M6C,12.0,Toronto-St. Paul's
105481,STR-2011-JCKRVM,M9L,7.0,Humber River-Black Creek
105482,STR-2011-FRBDVC,M5J,10.0,Spadina-Fort York
105483,STR-2011-FYHDVD,M9C,2.0,Etobicoke Centre
105484,STR-2011-GGPDVF,M6R,4.0,Parkdale-High Park
105485,STR-2011-GXBDVH,M5J,10.0,Spadina-Fort York
105486,STR-2011-HFHDVJ,M4P,12.0,Toronto-St. Paul's
105487,STR-2011-HMPDVK,M5R,11.0,University-Rosedale
105488,STR-2011-HVVDVL,M6G,11.0,University-Rosedale
105489,STR-2011-GHDRVF,M6P,4.0,Parkdale-High Park
105490,STR-2011-GQKRVG,M6P,9.0,Davenport
105491,STR-2011-HFXRVJ,M5J,10.0,Spadina-Fort York
105492,STR-2011-HPDRVK,M5S,11.0,University-Rosedale
105493,STR-2011-HWKRVL,M6N,9.0,Davenport
105494,STR-2011-JDRRVM,M8V,3.0,Etobicoke-Lakeshore
105495,STR-2011-FKBDVB,M5M,8.0,Eglinton-Lawrence
105496,STR-2011-FSHDVC,M2J,17.0,Don Valley North
105497,STR-2011-FZPDVD,M6P,9.0,Davenport
105498,STR-2011-GHVDVF,M5A,13.0,Toronto Centre
105499,STR-2011-GRBDVG,M1K,21.0,Scarborough Centre
105500,STR-2011-GYHDVH,M5V,10.0,Spadina-Fort York
105501,STR-2011-HGPDVJ,M4X,13.0,Toronto Centre
105502,STR-2011-HPVDVK,M5V,10.0,Spadina-Fort York
105503,STR-2011-HXBDVL,M1E,24.0,Scarborough-Guildwood
105504,STR-2011-JFHDVM,M1E,24.0,Scarborough-Guildwood
105505,STR-2011-FSXRVC,M6P,4.0,Parkdale-High Park
105506,STR-2011-GBDRVD,M6G,11.0,University-Rosedale
105507,STR-2011-GRRRVG,M1W,22.0,Scarborough-Agincourt
105508,STR-2011-GYXRVH,M6J,9.0,Davenport
105509,STR-2011-HHDRVJ,M3A,16.0,Don Valley East
105510,STR-2011-HQKRVK,M5J,10.0,Spadina-Fort York
105511,STR-2011-JFXRVM,M4L,14.0,Toronto-Danforth
105512,STR-2011-GKBDVF,M4B,19.0,Beaches-East York
105513,STR-2011-GSHDVG,M6N,5.0,York South-Weston
105514,STR-2011-GZPDVH,M5J,10.0,Spadina-Fort York
105515,STR-2011-HHVDVJ,M5A,13.0,Toronto Centre
105516,STR-2011-HRBDVK,M1T,22.0,Scarborough-Agincourt
105517,STR-2011-JGPDVM,M2R,18.0,Willowdale
105518,STR-2011-FDSXVB,M4M,14.0,Toronto-Danforth
105519,STR-2011-FLYXVC,M5J,10.0,Spadina-Fort York
105520,STR-2011-FVFXVD,M5V,10.0,Spadina-Fort York
105521,STR-2011-GCLXVF,M6R,4.0,Parkdale-High Park
105522,STR-2011-GKSXVG,M2N,18.0,Willowdale
105523,STR-2011-GSYXVH,M4Y,13.0,Toronto Centre
105524,STR-2011-HBFXVJ,M6K,9.0,Davenport
105525,STR-2011-HJLXVK,M4V,12.0,Toronto-St. Paul's
105526,STR-2011-HRSXVL,M2R,18.0,Willowdale
105527,STR-2011-HYYXVM,M6H,9.0,Davenport
105528,STR-2011-FFJKVB,M4K,14.0,Toronto-Danforth
105529,STR-2011-FMQKVC,M5J,10.0,Spadina-Fort York
105530,STR-2011-FVWKVD,M1L,20.0,Scarborough Southwest
105531,STR-2011-GDCKVF,M5B,13.0,Toronto Centre
105532,STR-2011-GLJKVG,M5V,10.0,Spadina-Fort York
105533,STR-2011-GTQKVH,M4C,19.0,Beaches-East York
105534,STR-2011-HBWKVJ,M4C,19.0,Beaches-East York
105535,STR-2011-HKCKVK,M4M,14.0,Toronto-Danforth
105536,STR-2011-HZQKVM,M5V,10.0,Spadina-Fort York
105537,STR-2011-FFYXVB,M3C,16.0,Don Valley East
105538,STR-2011-FPFXVC,M5J,10.0,Spadina-Fort York
105539,STR-2011-GDSXVF,M9B,2.0,Etobicoke Centre
105540,STR-2011-GLYXVG,M9C,2.0,Etobicoke Centre
105541,STR-2011-GVFXVH,M6P,4.0,Parkdale-High Park
105542,STR-2011-HCLXVJ,M5J,10.0,Spadina-Fort York
105543,STR-2012-FGHDVB,M6C,12.0,Toronto-St. Paul's
105544,STR-2011-HKSXVK,M5V,10.0,Spadina-Fort York
105545,STR-2011-HSYXVL,M4L,14.0,Toronto-Danforth
105546,STR-2011-FPWKVC,M9B,3.0,Etobicoke-Lakeshore
105547,STR-2011-GMQKVG,M5J,10.0,Spadina-Fort York
105548,STR-2011-GVWKVH,M5V,10.0,Spadina-Fort York
105549,STR-2011-HDCKVJ,M1V,22.0,Scarborough-Agincourt
105550,STR-2011-HLJKVK,M8Y,3.0,Etobicoke-Lakeshore
105551,STR-2011-FHFXVB,M5J,10.0,Spadina-Fort York
105552,STR-2011-FQLXVC,M5J,10.0,Spadina-Fort York
105553,STR-2011-FXSXVD,M5J,10.0,Spadina-Fort York
105554,STR-2011-GFYXVF,M5V,10.0,Spadina-Fort York
105555,STR-2011-GPFXVG,M5J,10.0,Spadina-Fort York
105556,STR-2011-GWLXVH,M5J,10.0,Spadina-Fort York
105557,STR-2011-HDSXVJ,M8V,3.0,Etobicoke-Lakeshore
105558,STR-2011-HLYXVK,M6H,9.0,Davenport
105559,STR-2011-HVFXVL,M6G,11.0,University-Rosedale
105560,STR-2011-JCLXVM,M4R,8.0,Eglinton-Lawrence
105561,STR-2011-FHWKVB,M1H,24.0,Scarborough-Guildwood
105562,STR-2011-FYJKVD,M9R,2.0,Etobicoke Centre
105563,STR-2011-GPWKVG,M6J,11.0,University-Rosedale
105564,STR-2011-GXCKVH,M6A,8.0,Eglinton-Lawrence
105565,STR-2011-HFJKVJ,M5B,13.0,Toronto Centre
105566,STR-2011-HMQKVK,M6M,5.0,York South-Weston
105567,STR-2011-HVWKVL,M6K,9.0,Davenport
105568,STR-2011-JDCKVM,M4Y,13.0,Toronto Centre
105569,STR-2011-FJLXVB,M5V,10.0,Spadina-Fort York
105570,STR-2011-FRSXVC,M1K,21.0,Scarborough Centre
105571,STR-2011-FYYXVD,M2N,18.0,Willowdale
105572,STR-2011-GHFXVF,M5M,8.0,Eglinton-Lawrence
105573,STR-2011-GQLXVG,M6S,4.0,Parkdale-High Park
105574,STR-2011-GXSXVH,M6L,5.0,York South-Weston
105575,STR-2011-HFYXVJ,M3A,16.0,Don Valley East
105576,STR-2011-HPFXVK,M2N,18.0,Willowdale
105577,STR-2011-HWLXVL,M5T,11.0,University-Rosedale
105578,STR-2011-JDSXVM,M4K,14.0,Toronto-Danforth
105579,STR-2011-FSJKVC,M5H,10.0,Spadina-Fort York
105580,STR-2011-FZQKVD,M5M,8.0,Eglinton-Lawrence
105581,STR-2011-GHWKVF,M5R,11.0,University-Rosedale
105582,STR-2011-GRCKVG,M9B,3.0,Etobicoke-Lakeshore
105583,STR-2011-GYJKVH,M3A,16.0,Don Valley East
105584,STR-2011-HPWKVK,M5V,10.0,Spadina-Fort York
105585,STR-2011-HXCKVL,M5V,10.0,Spadina-Fort York
105586,STR-2011-FKSXVB,M3A,16.0,Don Valley East
105587,STR-2011-GBFXVD,M6G,11.0,University-Rosedale
105588,STR-2011-GJLXVF,M2M,18.0,Willowdale
105589,STR-2011-GRSXVG,M4L,14.0,Toronto-Danforth
105590,STR-2011-HHFXVJ,M4Y,13.0,Toronto Centre
105591,STR-2011-HQLXVK,M1K,20.0,Scarborough Southwest
105592,STR-2011-HXSXVL,M4K,14.0,Toronto-Danforth
105593,STR-2011-JFYXVM,M6H,9.0,Davenport
105594,STR-2011-GBWKVD,M5V,10.0,Spadina-Fort York
105595,STR-2011-GKCKVF,M2R,18.0,Willowdale
105596,STR-2011-GSJKVG,M6J,10.0,Spadina-Fort York
105597,STR-2011-GZQKVH,M4J,14.0,Toronto-Danforth
105598,STR-2011-HHWKVJ,M4J,14.0,Toronto-Danforth
105599,STR-2011-HRCKVK,M6H,9.0,Davenport
105600,STR-2011-HYJKVL,M5M,8.0,Eglinton-Lawrence
105601,STR-2011-JGQKVM,M8W,3.0,Etobicoke-Lakeshore
105602,STR-2011-FMBDVC,M6R,4.0,Parkdale-High Park
105603,STR-2011-FVHDVD,M4X,13.0,Toronto Centre
105604,STR-2011-GCPDVF,M5J,10.0,Spadina-Fort York
105605,STR-2011-GKVDVG,M5V,10.0,Spadina-Fort York
105606,STR-2011-GTBDVH,M1W,22.0,Scarborough-Agincourt
105607,STR-2011-HBHDVJ,M6J,9.0,Davenport
105608,STR-2011-HJPDVK,M5V,10.0,Spadina-Fort York
105609,STR-2011-HRVDVL,M5V,10.0,Spadina-Fort York
105610,STR-2011-FFKRVB,M4K,14.0,Toronto-Danforth
105611,STR-2011-FMRRVC,M1N,20.0,Scarborough Southwest
105612,STR-2011-FVXRVD,M6H,9.0,Davenport
105613,STR-2011-GTRRVH,M6R,4.0,Parkdale-High Park
105614,STR-2011-HKDRVK,M5S,11.0,University-Rosedale
105615,STR-2011-HSKRVL,M3A,16.0,Don Valley East
105616,STR-2011-HZRRVM,M6G,11.0,University-Rosedale
105617,STR-2011-FGBDVB,M6R,4.0,Parkdale-High Park
105618,STR-2011-FPHDVC,M1P,21.0,Scarborough Centre
105619,STR-2011-FWPDVD,M5V,10.0,Spadina-Fort York
105620,STR-2011-GDVDVF,M9N,5.0,York South-Weston
105621,STR-2011-GMBDVG,M6J,10.0,Spadina-Fort York
105622,STR-2011-GVHDVH,M5J,10.0,Spadina-Fort York
105623,STR-2011-HCPDVJ,M2N,18.0,Willowdale
105624,STR-2011-JBHDVM,M6H,9.0,Davenport
105625,STR-2011-FGRRVB,M5V,10.0,Spadina-Fort York
105626,STR-2011-FPXRVC,M4Y,11.0,University-Rosedale
